video_id,frame_index,timestamp_seconds,readable,brightness,sharpness,reason
video-5,1420,47.34210656385923,True,113.99597125771605,28.397312333708275,usable sample
video-5,1774,59.144293693159355,True,111.82060848283179,20.04828450076325,usable sample
video-5,2129,70.97982033412416,True,85.17244924286265,31.372919316732958,usable sample
video-5,2484,82.81534697508897,True,95.8483797501929,24.145244502306443,usable sample
video-5,2839,94.65087361605377,True,96.4427271412037,26.150665265470046,usable sample
video-5,3194,106.48640025701859,True,94.08468810281636,36.55447421928675,usable sample
video-5,3549,118.32192689798339,True,95.60248444733796,19.751552613752192,usable sample
video-5,3904,130.1574535389482,True,104.34458634741512,23.00354500955873,usable sample
video-5,4259,141.99298017991302,True,96.54655285493827,23.267169410852723,usable sample
video-5,4614,153.8285068208778,True,94.75445457175925,19.64115825028281,usable sample
video-5,4969,165.66403346184262,True,97.56840928819445,25.790577014758263,usable sample
video-5,5323,177.46622059114276,True,89.11217399691358,20.28236785973699,usable sample
video-5,5678,189.30174723210754,True,96.07230456693672,20.48009318725452,usable sample
video-5,6033,201.13727387307236,True,101.58884054301697,32.28480515930055,usable sample
video-5,6388,212.97280051403717,True,102.25501012731482,20.25646303327862,usable sample
video-5,6743,224.808327155002,True,95.21815297067901,28.839910903632266,usable sample
video-6,0,0.0,True,119.13457597897377,81.87989363907097,usable sample
video-6,920,30.67237005245589,True,116.05959165219907,44.04558882105321,usable sample
video-6,1839,61.311400572246065,True,115.1628889371142,83.37019073032675,usable sample
video-6,2759,91.98377062470196,True,116.28167052469136,52.481358746563885,usable sample
video-6,3679,122.65614067715785,True,116.01964602623457,30.242920483176512,usable sample
video-6,4598,153.29517119694802,True,116.48096076871143,52.27361267062388,usable sample
video-6,5518,183.96754124940392,True,116.43550142264661,49.34051950223073,usable sample
video-6,6438,214.6399113018598,True,116.51235761477623,47.72063451598065,usable sample
video-6,7357,245.27894182165,True,116.83476236979166,46.53927914549761,usable sample
video-6,8277,275.9513118741059,True,116.41971269772377,48.98218035658429,usable sample
video-6,9197,306.62368192656174,True,116.48959430459105,51.93490943968169,usable sample
video-6,10117,337.29605197901765,True,116.93711323302469,32.965517775697926,usable sample
video-6,11036,367.93508249880784,True,114.78392288773148,45.587647207505185,usable sample
video-6,11956,398.60745255126375,True,108.83716760706018,27.179773931696253,usable sample
video-6,12876,429.2798226037196,True,111.30726526331019,53.01798149341418,usable sample
video-6,13795,459.9188531235098,True,119.31817732445988,68.44544806517123,usable sample
video-6,14715,490.5912231759657,True,116.024970703125,65.02384108282594,usable sample
video-6,15635,521.2635932284215,True,113.81312849633488,55.36574098165094,usable sample
video-6,16554,551.9026237482118,True,117.40236930941359,70.20401330705576,usable sample
video-6,17474,582.5749938006676,True,116.43469943576389,63.27075481553218,usable sample
video-7,0,0.0,True,117.30333863811728,126.30555543454714,usable sample
video-7,193,6.434559397404483,True,101.41425805362654,60.73442791635005,usable sample
video-7,387,12.90245848080588,True,111.45270965952932,85.69276841596752,usable sample
video-7,580,19.337017878210364,True,102.17039785879629,54.15318005099789,usable sample
video-7,773,25.771577275614845,True,121.65558123553241,52.6332468631725,usable sample
video-7,966,32.20613667301933,True,114.61995056905864,75.31855203495081,usable sample
video-7,1160,38.67403575642073,True,120.92400149498457,152.43421617309494,usable sample
video-7,1353,45.108595153825206,True,113.01805205922068,59.012638767380444,usable sample
video-7,1546,51.54315455122969,True,118.62110339506172,66.1762578351149,usable sample
video-7,1739,57.977713948634175,True,122.56803976176697,111.088770353023,usable sample
video-7,1933,64.44561303203557,True,126.08287844810957,82.71579123022133,usable sample
video-7,2126,70.88017242944005,True,114.52468267746913,77.88574673343996,usable sample
video-7,2319,77.31473182684454,True,110.1613264371142,122.89557771278501,usable sample
video-7,2512,83.74929122424902,True,111.98906105324075,95.70534974715063,usable sample
video-7,2706,90.21719030765041,True,112.59023196373457,73.11713119101702,usable sample
video-7,2899,96.6517497050549,True,116.26195384837963,81.48822620769647,usable sample
video-7,3092,103.08630910245938,True,121.637843123071,73.80854761523965,usable sample
video-7,3285,109.52086849986387,True,113.91126603491513,24.451409253947276,usable sample
video-7,3479,115.98876758326526,True,96.51306194540895,54.32908830008987,usable sample
video-7,3672,122.42332698066974,True,110.51885428722994,14.554327737782588,usable sample
video-8,0,0.0,True,129.48137116608797,48.30818455101116,usable sample
video-8,513,17.103156599323146,True,107.07554229359567,226.35291220003813,usable sample
video-8,1026,34.20631319864629,True,108.95423707561729,142.83213297234659,usable sample
video-8,1539,51.309469797969435,True,107.2377165316358,87.70326931182832,usable sample
video-8,2053,68.44596588384097,True,117.7200569058642,157.92821759081198,usable sample
video-8,2566,85.54912248316411,True,115.03832260320216,125.80938548490617,usable sample
video-8,3079,102.65227908248727,True,115.77957935474537,132.5145103917153,usable sample
video-8,3592,119.75543568181041,True,113.81446988329475,172.96901270728264,usable sample
video-8,4105,136.85859228113355,True,106.78989836516203,98.58032672436713,usable sample
video-8,4618,153.9617488804567,True,106.51918800636574,223.0687583862909,usable sample
video-8,5132,171.09824496632822,True,107.17223331404321,209.28047837676323,usable sample
video-8,5645,188.20140156565137,True,107.64048984857253,47.45046766116469,usable sample
video-8,6158,205.30455816497454,True,110.06228925540124,29.543993898762597,usable sample
video-8,6671,222.40771476429768,True,124.29947060667438,187.62730096403033,usable sample
video-8,7184,239.51087136362082,True,114.71424117476852,210.36510826568946,usable sample
video-8,7697,256.61402796294396,True,103.55011393229167,66.59778318305692,usable sample
video-8,8211,273.7505240488155,True,107.95964216820988,49.47073217686327,usable sample
video-8,8724,290.85368064813866,True,119.43470992476851,132.9931138907824,usable sample
video-8,9237,307.9568372474618,True,111.37784999517747,146.01851477621778,usable sample
video-8,9750,325.05999384678495,True,103.43816092785494,123.2665717269038,usable sample
video-9,0,0.0,True,114.4291194058642,411.4246302380721,usable sample
video-9,1402,46.74201852199487,True,91.19445384837962,136.32463492410844,usable sample
video-9,2804,93.48403704398974,True,91.66025619695216,157.12818359374018,usable sample
video-9,4205,140.1927160377949,True,89.93133005401235,160.21119885705926,usable sample
video-9,5607,186.93473455978975,True,96.38052601755402,134.24265684856212,usable sample
video-9,7009,233.67675308178463,True,93.12027404031636,182.97653931237483,usable sample
video-9,8411,280.4187716037795,True,91.75557508680555,160.26597618624558,usable sample
video-9,9813,327.1607901257744,True,97.3890005304784,86.91211426253909,usable sample
video-9,11214,373.8694691195795,True,88.23088035300925,95.41123383426536,usable sample
video-9,12616,420.6114876415744,True,103.47516420717592,59.98079824739898,usable sample
video-9,14018,467.35350616356925,True,104.04346378279321,81.58877795761589,usable sample
video-9,15420,514.0955246855641,True,97.13483012635031,94.45474878111503,usable sample
video-9,16821,560.8042036793693,True,95.6807290461034,105.06481092546576,usable sample
video-9,18223,607.5462222013641,True,96.33554108796297,131.64199326401834,usable sample
video-9,19625,654.288240723359,True,102.01593762056328,136.7460643070043,usable sample
video-9,21027,701.0302592453539,True,85.29256233121141,76.01745212852873,usable sample
video-9,22429,747.7722777673488,True,105.977216796875,261.0179768062815,usable sample
video-9,23830,794.480956761154,True,105.07564561631945,134.6870305222871,usable sample
video-9,25232,841.2229752831488,True,101.30255425347222,122.17728633562672,usable sample
video-9,26634,887.9649938051436,True,55.041800974151236,22.341687399247807,usable sample
